Time (UTC) , i value , j value , latitude , longitude ," u (west to east wind, m/s) "," v (south to north wind, m/s) ", temperature (C) , relative humidity (%) , vertical velocity (cm/s) , pressure (mb) , water vapor  (g/kg) , turbulent kinetic energy (m^2/s^2) , precipitation rate (mm/hr), sensible heat flux (W/m^2) , Latent heat flux (W/m^2) , tracer concentration
13.0,45,63,33.276,-81.647,6.99895,-0.99071,8.06894,55.39859,10.08375,993.56836,3.78132,0.00055,0,-3.48093,-0.02501,0.0
14.1,28,64,33.277,-81.664,6.30789,-0.93812,8.31243,55.37312,6.86247,994.49487,3.83984,0.01552,0,-1.08427,0.01792,0.0
15.1,30,23,33.236,-81.662,3.72504,-0.1667,9.63218,53.21699,2.43797,993.45905,4.04297,0.21835,0,134.22542,-0.57881,0.0
16.2,11,58,33.271,-81.681,3.25478,-0.24262,12.86457,42.83015,-2.63341,993.5,4.04364,0.76982,0,258.42181,0.57636,0.0
13.3,24,4,33.217,-81.668,7.045,-1.5685,8.19905,55.15825,2.38407,995.48077,3.79146,0.00131,0,-4.99802,0.99507,0.0
13.9,22,54,33.267,-81.67,6.55522,-1.0103,8.26379,55.3082,1.23834,994.82269,3.82126,0.0005,0,19.01031,-0.0675,0.0
12.7,15,10,33.223,-81.677,7.12088,-1.46866,8.18277,55.00589,-1.1522,994.32458,3.7812,0.00107,0,-39.82497,12.52689,0.0
12.5,28,28,33.241,-81.664,7.012,-1.11392,8.0675,55.63945,4.03213,994.19061,3.79507,0.00082,0,-12.06947,0.15053,0.0
16.4,31,17,33.23,-81.661,3.79264,-0.21753,13.06707,42.13023,6.24398,992.27948,4.03647,0.59187,0,296.84036,0.61593,0.0
16.4,35,47,33.26,-81.657,3.64962,-0.08664,13.20551,41.28296,3.61128,992.78351,3.98974,0.62488,0,173.07715,0.76921,0.0
14.4,17,46,33.259,-81.675,5.68789,-0.70709,8.56014,55.03862,-4.5735,994.25391,3.88304,0.09327,0,0.79138,-0.05275,0.0
17.8,54,62,33.275,-81.638,4.07641,1.21169,15.61787,34.60953,7.28728,992.10443,3.92259,0.83862,0,245.65604,3.84809,0.0
15.7,47,8,33.221,-81.645,3.38399,-0.32252,11.62802,46.54111,-0.47346,993.90234,4.04417,0.54928,0,208.71022,0.62948,0.0
16.2,69,61,33.274,-81.623,3.96046,-0.58279,12.85678,42.12314,0.33738,993.18658,3.97612,0.6037,0,257.16458,0.41441,0.0
14.2,51,22,33.235,-81.641,6.52086,-1.2877,8.28439,55.41488,-11.9615,994.27521,3.83621,0.02281,0,-3.59997,1.40025,0.0
17.8,54,32,33.245,-81.638,3.92708,1.52294,15.28626,35.3441,-9.84297,991.9787,3.92053,0.92585,0,299.7916,2.64797,0.0
13.4,55,52,33.265,-81.637,6.77523,-1.00548,8.0998,55.39158,-2.02267,992.98938,3.79119,0.0005,0,-28.31298,0.23225,0.0
12.9,20,33,33.246,-81.672,7.18262,-1.3975,8.24032,54.59924,-1.09078,993.46851,3.7714,0.0005,0,-11.10101,0.1429,0.0
15.7,20,63,33.276,-81.672,3.50884,-0.36774,11.68882,46.17283,-4.95664,993.9679,4.02827,0.65459,0,216.08015,0.05128,0.0
16.2,44,49,33.262,-81.648,3.81312,-0.28584,12.66169,42.5961,-0.11522,991.7077,3.97494,0.57542,0,168.96782,1.04969,0.0
13.0,47,10,33.223,-81.645,7.23103,-1.68227,8.15312,55.19843,-9.67198,994.49188,3.78607,0.00217,0,-1.80084,-0.12034,0.0
14.7,42,52,33.265,-81.65,4.03536,-0.09711,8.83154,54.70919,2.06058,993.26917,3.93616,0.18394,0,27.16129,0.04857,0.0
15.7,41,27,33.24,-81.651,3.72572,-0.21901,11.35556,47.09489,5.95504,991.85706,4.02654,0.4447,0,219.7607,0.90996,0.0
18.0,53,7,33.22,-81.639,4.0584,1.99373,15.98505,34.05082,-2.47889,995.29047,3.93981,0.94325,0,349.02371,1.21141,0.0
14.2,41,51,33.264,-81.651,6.26127,-0.91251,8.31754,55.26743,-0.16295,993.1297,3.83919,0.00996,0,-0.95841,0.17016,0.0
12.6,43,52,33.265,-81.649,7.14991,-0.87246,8.1144,55.14898,2.32951,993.35413,3.77697,0.00074,0,-9.50005,0.23149,0.0
14.3,72,26,33.239,-81.62,6.16087,-1.21657,8.26053,55.7431,-6.36386,994.56476,3.85147,0.07293,0,-6.70569,3.20417,0.0
17.1,67,55,33.268,-81.625,3.35923,0.27678,14.85326,36.46486,8.479,993.18561,3.92694,0.90608,0,319.53644,0.50995,0.0
14.8,47,40,33.253,-81.645,4.32966,-0.45408,8.8898,54.46298,-2.58102,992.33313,3.93785,0.13597,0,28.34776,1.08451,0.0
12.5,24,59,33.272,-81.668,7.11266,-0.79451,8.19014,55.20092,-5.8132,996.06995,3.78981,0.00138,0,-7.73741,0.09651,0.0
15.1,39,67,33.28,-81.653,3.65433,-0.0068,9.8501,51.51993,3.67159,993.61707,3.9718,0.31122,0,39.2559,-0.03629,0.0
13.5,60,23,33.236,-81.632,6.99418,-1.5711,8.18907,55.18505,1.72148,994.547,3.7943,0.00115,0,-3.21939,0.21699,0.0
17.3,31,26,33.239,-81.661,3.84258,1.08333,14.67468,37.39452,-1.15441,992.56219,3.98271,0.7512,0,233.16972,1.76624,0.0
14.2,33,11,33.224,-81.659,6.29419,-1.41244,8.28526,55.45701,-3.23321,994.03503,3.84029,0.03876,0,-2.79217,0.14088,0.0
13.0,8,4,33.217,-81.684,7.08509,-1.45798,8.20503,54.92298,-5.87213,994.44623,3.78082,0.0005,0,-38.48862,13.86021,0.0
16.2,8,64,33.277,-81.684,3.4404,-0.26708,12.65659,43.51034,3.33838,992.15442,4.057,0.74267,0,260.41052,0.62998,0.0
14.7,68,22,33.235,-81.624,4.08192,-0.43836,8.91583,54.48229,-0.20403,994.74237,3.93658,0.42309,0,86.58289,0.63317,0.0
15.6,56,25,33.238,-81.636,3.30987,-0.41798,11.36289,47.08366,2.13915,993.55811,4.02056,0.58356,0,198.14426,0.22902,0.0
16.6,49,60,33.273,-81.643,3.75454,-0.12653,13.74187,39.70898,4.8854,993.83136,3.97204,0.63105,0,186.75537,1.22291,0.0
16.6,58,35,33.248,-81.634,3.92668,-0.02943,13.43782,40.31866,2.87025,991.5899,3.96182,0.6209,0,298.14008,0.57891,0.0
15.8,27,49,33.262,-81.665,3.50428,-0.29101,11.95857,45.10055,-0.28298,993.69196,4.00759,0.62084,0,131.29141,0.43772,0.0
12.5,17,43,33.256,-81.675,7.32041,-1.12166,8.30562,54.25463,-7.1419,993.55743,3.76412,0.0005,0,-16.52635,0.2866,0.0
14.5,75,62,33.275,-81.617,5.83235,-0.53676,8.53242,55.00201,-1.56791,993.82379,3.87478,0.07731,0,93.71516,0.11219,0.0
15.4,8,65,33.278,-81.684,3.47428,-0.21281,10.59684,49.85955,-1.35659,992.4765,4.04792,0.54218,0,195.0555,-0.56385,0.0
14.2,7,15,33.228,-81.685,6.16094,-1.14588,8.25908,55.71352,5.09726,994.73474,3.84838,0.02312,0,-3.58473,6.70927,0.0
14.4,66,67,33.28,-81.626,6.30882,-0.80239,8.39692,55.05056,0.43309,992.50574,3.84747,0.02105,0,99.42043,-0.06522,0.0
15.5,78,68,33.281,-81.614,4.01182,-0.0505,10.94181,47.79766,-4.93371,992.69177,3.97104,0.59474,0,204.21072,-0.76631,0.0
13.7,65,58,33.271,-81.627,6.51863,-0.82064,8.02921,56.06473,-0.64817,994.44727,3.81301,0.00197,0,-14.52039,0.2585,0.0
13.5,78,47,33.26,-81.614,7.10737,-1.45206,8.29385,54.42947,1.35064,992.48627,3.77731,0.00051,0,-10.39841,0.21441,0.0
12.9,60,45,33.258,-81.632,7.16041,-1.23039,8.19181,54.69539,-5.24021,992.5741,3.76891,0.0005,0,-29.21483,0.40853,0.0
15.5,71,29,33.242,-81.621,3.15586,-0.35307,11.17962,47.33016,-3.81279,993.40533,3.99275,0.60801,0,192.4189,-0.73677,0.0
12.0,27,4,33.217,-81.665,7.32004,-1.19973,8.2719,54.77606,2.1324,994.54767,3.78768,0.00065,0,-10.76458,0.40428,0.0
16.1,37,24,33.237,-81.655,3.78475,-0.20735,12.37937,43.89217,3.51191,991.99573,4.01835,0.52958,0,264.75717,0.68167,0.0
15.0,29,56,33.269,-81.663,3.60183,-0.16397,9.9494,51.08141,4.596,994.30164,3.96188,0.4184,0,57.22299,-0.39578,0.0
17.5,78,33,33.246,-81.614,3.83503,0.89063,15.12341,35.5406,2.8171,991.61823,3.90201,1.06834,0,350.70959,0.80371,0.0
16.5,54,54,33.267,-81.638,3.70322,-0.21051,13.53353,40.13579,7.39656,992.70844,3.96437,0.67704,0,287.17474,0.73152,0.0
14.0,4,28,33.241,-81.688,6.41656,-1.26346,8.22579,55.59288,10.67885,994.76086,3.83117,0.00165,0,-1.94498,0.04562,0.0
14.5,44,53,33.266,-81.648,4.9229,-0.35016,8.50026,55.57458,-5.58687,993.86029,3.90635,0.10824,0,7.26532,0.68532,0.0
17.7,36,15,33.228,-81.656,3.32149,1.00005,15.45461,35.64101,14.9064,992.27686,3.99599,0.87917,0,242.96597,2.75797,0.0
15.9,9,17,33.23,-81.683,3.4398,-0.12739,12.00556,45.696,-0.651,994.25684,4.07093,0.52936,0,135.40932,40.54859,0.0
15.8,37,9,33.222,-81.655,3.47955,-0.46448,11.77466,46.13517,2.70011,992.9704,4.05235,0.56574,0,136.20781,1.04489,0.0
15.0,23,10,33.223,-81.669,4.00225,-0.6563,9.55116,53.36373,-2.40271,993.64301,4.03108,0.39581,0,124.43199,34.79741,0.0
15.6,77,54,33.267,-81.615,3.75264,-0.54613,11.5125,45.72392,2.32774,991.86084,3.95072,0.66938,0,203.10313,-0.31651,0.0
14.4,39,17,33.23,-81.653,6.09781,-1.14894,8.30784,55.62757,-5.74539,992.84894,3.86274,0.04339,0,93.60123,0.21524,0.0
16.1,77,40,33.253,-81.615,3.63958,-0.38951,12.50482,42.87049,-2.36813,991.58453,3.95945,0.75801,0,257.05539,0.68978,0.0
16.7,63,4,33.217,-81.629,3.74821,0.21159,13.94111,39.30802,-0.58991,993.3147,3.98611,0.82761,0,300.62329,1.02139,0.0
17.1,13,45,33.258,-81.679,3.35417,0.659,14.72106,37.47058,0.28886,993.28015,4.00001,0.92126,0,202.21458,1.74831,0.0
17.4,52,66,33.279,-81.64,3.69128,0.45594,14.81661,36.62374,2.75358,991.51361,3.94134,0.7318,0,223.92984,2.22389,0.0
15.3,35,23,33.236,-81.657,3.68335,-0.14667,10.21496,51.21484,2.404,992.63202,4.05128,0.31096,0,176.55721,-0.19425,0.0
12.4,44,55,33.268,-81.648,6.81132,-0.54656,7.93647,56.30441,1.10191,994.57477,3.80443,0.00217,0,-2.28255,-0.10062,0.0
16.1,13,60,33.273,-81.679,3.33398,-0.29139,12.5999,43.58958,-3.80464,993.29376,4.04436,0.74873,0,257.8519,0.38098,0.0
16.6,23,18,33.231,-81.669,3.67277,0.07734,13.5205,40.97053,-1.46774,993.38715,4.04054,0.61,0,171.85884,55.13439,0.0
13.3,69,52,33.265,-81.623,6.9652,-1.10535,8.18874,54.93184,1.54292,993.5271,3.78072,0.0005,0,-27.97921,0.19181,0.0
17.6,45,18,33.231,-81.647,3.47714,0.70916,15.24559,35.91765,4.65419,991.62097,3.97504,0.94352,0,344.1897,0.40778,0.0
17.2,60,61,33.274,-81.632,3.65051,0.28837,14.76001,36.76465,-0.12796,992.88196,3.93631,0.75173,0,214.80896,1.22917,0.0
13.4,57,41,33.254,-81.635,6.9334,-1.33447,8.1572,55.05608,-1.64126,992.65936,3.78441,0.0005,0,-21.64591,0.40507,0.0
12.9,43,4,33.217,-81.649,7.26594,-1.63853,8.13796,55.26922,-2.4822,994.81915,3.7857,0.00225,0,-4.32572,-0.02543,0.0
12.7,26,60,33.273,-81.666,7.07688,-0.88735,8.1875,55.22618,-0.41656,996.17908,3.79043,0.00188,0,-7.85155,0.10545,0.0
17.1,40,58,33.271,-81.652,3.36677,0.39028,14.7774,37.05476,0.41396,994.81274,3.96406,0.73863,0,209.61282,1.23029,0.0
13.4,18,60,33.273,-81.674,6.60776,-1.00601,8.10727,55.76152,-15.22789,995.54095,3.80858,0.00167,0,-23.3,0.12587,0.0
14.8,44,27,33.24,-81.648,5.12428,-0.54275,8.76483,54.85989,-2.2889,992.33435,3.93276,0.12762,0,126.86655,-0.60951,0.0
15.9,4,43,33.256,-81.688,2.92091,-0.13373,12.28732,44.74386,1.13274,995.27386,4.05764,0.68605,0,227.25967,0.35041,0.0
14.3,75,35,33.248,-81.617,6.4315,-1.39751,8.35492,55.00172,4.00171,992.96448,3.8312,0.02784,0,67.95945,0.44685,0.0
12.5,55,18,33.231,-81.637,7.02072,-1.31603,8.14258,55.489,-8.70042,995.06195,3.80103,0.00391,0,-0.07775,-0.01088,0.0
12.1,70,21,33.234,-81.622,6.52275,-0.86246,8.00087,56.4789,1.00308,995.0426,3.83137,0.01828,0,-2.39672,0.05176,0.0
16.1,69,57,33.27,-81.623,3.61949,-0.59733,12.75181,42.37371,2.55192,993.35638,3.97125,0.66654,0,250.98125,0.27929,0.0
17.3,55,68,33.281,-81.637,3.75295,0.29667,14.5964,37.12872,-2.1609,991.51782,3.93832,0.68886,0,215.44928,2.28143,0.0
12.4,70,43,33.256,-81.622,7.42685,-1.28787,8.31696,54.11472,-2.18342,992.34619,3.76197,0.0005,0,-25.31447,0.43751,0.0
16.3,16,53,33.266,-81.676,3.14801,-0.10814,13.30218,41.54984,-1.20227,995.16003,4.03154,0.82445,0,268.37268,0.42716,0.0
12.0,14,65,33.278,-81.678,7.0191,-0.70189,8.12848,55.24451,-15.09585,993.078,3.78825,0.00051,0,-43.39233,0.41859,0.0
12.1,10,63,33.276,-81.682,6.83761,-0.73793,7.99124,55.86321,-9.13042,992.9469,3.79518,0.00053,0,-38.35261,0.41923,0.0
13.7,54,41,33.254,-81.638,6.73291,-1.34919,8.14277,55.28858,1.30021,992.65576,3.79664,0.00055,0,-0.82996,-0.02096,0.0
15.7,4,8,33.221,-81.688,3.16443,-0.13463,11.49671,47.30394,-0.28533,993.70502,4.07522,0.60106,0,185.67821,42.80887,0.0
15.5,55,23,33.236,-81.637,3.20888,-0.36249,11.13616,47.88231,1.3922,993.67212,4.02643,0.60948,0,194.37917,-0.23362,0.0
12.2,23,20,33.233,-81.669,6.89481,-1.11881,8.12284,55.48368,4.76804,994.29144,3.79849,0.0005,0,-13.60893,2.30404,0.0
15.0,43,16,33.229,-81.649,4.53473,-0.59793,9.44105,53.22393,-1.80141,992.36029,3.9957,0.32766,0,141.81882,-1.68124,0.0
17.6,26,36,33.249,-81.666,3.84727,1.75348,15.10015,36.12519,-1.06533,991.59674,3.96024,0.79397,0,232.89844,5.06787,0.0
16.6,32,36,33.249,-81.66,3.67715,0.28819,13.42516,40.60176,-1.04836,991.5481,3.98646,0.61234,0,169.77885,0.91571,0.0
13.5,39,59,33.272,-81.653,6.14326,-0.56883,7.73741,57.76355,3.99368,996.17487,3.84361,0.0061,0,-0.03612,-0.00715,0.0
16.0,37,45,33.258,-81.655,3.6857,-0.26195,12.27487,43.97562,6.36961,992.54858,3.99577,0.52177,0,144.53441,0.66721,0.0
14.6,19,40,33.253,-81.673,5.1393,-0.64578,8.73175,54.73563,-2.54349,992.97888,3.91241,0.17409,0,25.01748,-0.29832,0.0
14.5,25,43,33.256,-81.667,5.2991,-0.57812,8.68259,54.85931,2.98891,994.3623,3.90257,0.12707,0,14.44956,0.03667,0.0
16.8,29,14,33.227,-81.663,3.33025,0.11406,13.93356,39.75109,2.48821,992.5166,4.03233,0.74148,0,314.33371,1.00629,0.0
13.1,66,46,33.259,-81.626,7.19834,-1.37528,8.29427,54.23663,-4.11926,992.61481,3.76354,0.0005,0,-34.41788,0.25974,0.0
16.3,62,47,33.26,-81.63,3.83537,-0.18144,12.94981,41.60412,1.01035,991.58801,3.95794,0.67245,0,271.54874,0.99448,0.0
14.2,33,37,33.25,-81.659,6.55393,-1.30141,8.39503,54.72446,2.78608,992.57721,3.8239,0.00623,0,-0.38163,-0.27252,0.0
13.4,49,15,33.228,-81.643,7.1267,-1.70158,8.20913,55.01048,-11.82314,993.9823,3.78969,0.00159,0,-0.3158,-0.02754,0.0
17.6,58,57,33.27,-81.634,3.49994,1.05185,15.63867,34.68661,13.33936,993.3374,3.93168,0.88269,0,334.2431,0.77046,0.0
16.7,79,49,33.262,-81.613,3.65594,0.13433,13.95983,38.63207,6.77337,991.50299,3.9297,0.92206,0,300.08456,1.29888,0.0
15.1,60,65,33.278,-81.632,3.93594,-0.11019,9.59554,52.00274,-10.35305,992.28833,3.94559,0.23067,0,64.1169,0.03998,0.0
14.4,38,29,33.242,-81.654,6.25362,-1.09677,8.40327,55.18599,3.05757,992.60101,3.85825,0.03222,0,68.14056,0.2542,0.0
17.7,24,31,33.244,-81.668,3.89165,1.72308,15.33473,35.63697,5.51047,992.95398,3.9616,0.80218,0,282.30368,2.36976,0.0
14.3,33,16,33.229,-81.659,6.14045,-1.26339,8.21349,55.91924,0.8581,993.30157,3.85612,0.03518,0,63.16729,0.43492,0.0
17.0,26,35,33.248,-81.666,3.58495,0.92286,14.1738,38.64269,-0.51096,991.49768,3.98663,0.68998,0,201.6942,1.54101,0.0
15.7,69,61,33.274,-81.623,3.7291,-0.38689,11.67237,45.60088,-0.81452,993.39038,3.97634,0.51772,0,207.56483,-0.45328,0.0
17.0,57,26,33.239,-81.635,3.69038,0.33347,14.44804,37.71439,0.6955,993.21167,3.95477,0.83817,0,315.36761,0.18405,0.0
14.4,63,24,33.237,-81.629,5.97926,-1.08187,8.30907,55.79149,1.81446,994.26074,3.86889,0.10272,0,58.6213,1.21567,0.0
15.3,10,16,33.229,-81.682,3.39739,-0.17395,10.3626,51.14554,-0.7015,994.04327,4.08057,0.41936,0,85.50819,29.48083,0.0
16.7,61,17,33.23,-81.631,3.52265,0.04386,14.25543,38.46646,-1.62259,995.1228,3.97507,0.94451,0,296.13101,1.03852,0.0
15.2,18,42,33.255,-81.674,3.42702,-0.21073,10.27575,50.60087,-0.9902,993.06519,4.01745,0.44911,0,71.45119,-1.34559,0.0
12.8,68,22,33.235,-81.624,6.93933,-1.33032,8.05524,55.85261,1.70339,994.89691,3.80366,0.00733,0,-0.86723,-0.05713,0.0
16.8,70,56,33.269,-81.622,3.59576,-0.21323,14.28951,37.93991,7.37572,992.98462,3.93805,0.87114,0,307.31317,1.02423,0.0
17.8,20,38,33.251,-81.672,3.88351,1.83567,15.43914,35.27065,-0.97227,991.74567,3.9526,0.88298,0,235.0146,6.07874,0.0
15.1,55,68,33.281,-81.637,3.98699,0.09895,9.53217,52.36885,-7.8515,992.15869,3.95679,0.25336,0,63.07047,-0.16621,0.0
17.5,29,59,33.272,-81.663,3.45437,0.84963,15.49948,35.3311,-4.32368,995.10913,3.96134,0.96197,0,229.7588,3.2528,0.0
16.2,9,53,33.266,-81.683,3.09686,-0.15976,13.03034,42.43385,-3.37834,994.92743,4.0447,0.77207,0,255.99768,0.56094,0.0
13.3,64,53,33.266,-81.628,6.79481,-0.95958,8.11162,55.40425,-5.96087,994.05988,3.791,0.00075,0,-16.59886,0.23887,0.0
15.0,35,12,33.225,-81.657,4.23273,-0.69214,9.55873,53.13437,-0.63177,993.42468,4.01671,0.36665,0,54.57889,-0.95713,0.0
16.2,28,68,33.281,-81.664,4.01101,-0.3907,12.55315,43.45432,-3.79842,992.20013,4.02378,0.57801,0,151.64722,0.43885,0.0
13.7,40,54,33.267,-81.652,6.50964,-0.87318,8.05255,56.00144,0.13557,994.31573,3.81532,0.00146,0,-4.3195,0.12542,0.0
16.2,71,22,33.235,-81.621,3.48307,-0.35263,13.10561,41.53523,-0.296,994.1225,3.98214,0.82169,0,257.14218,0.61628,0.0
16.5,52,7,33.22,-81.64,3.52416,0.1423,13.71041,40.19889,0.78976,995.17767,4.00719,0.7232,0,284.3942,0.72787,0.0
16.3,67,24,33.237,-81.625,3.61099,-0.33826,13.18525,41.21215,-1.15149,993.29993,3.97544,0.81395,0,263.93066,1.16831,0.0
12.1,46,4,33.217,-81.646,7.12849,-1.22596,8.0906,55.73888,-5.31819,995.18195,3.80405,0.00271,0,-4.23173,0.058,0.0
13.1,30,11,33.224,-81.662,7.17864,-1.68265,8.22969,54.7788,-3.49885,994.12311,3.77853,0.00084,0,-8.52769,0.08492,0.0
14.1,45,64,33.277,-81.647,6.45942,-0.94228,8.26895,55.30112,9.30356,993.23511,3.82829,0.01198,0,-3.54886,0.10592,0.0
13.6,67,27,33.24,-81.625,6.9948,-1.67151,8.16048,55.22726,3.63086,993.55109,3.79359,0.0011,0,-4.49426,0.18803,0.0
16.0,13,28,33.241,-81.679,3.49909,-0.14899,12.18826,44.77761,-2.15961,993.61859,4.04075,0.49587,0,148.84656,0.80316,0.0
15.7,60,66,33.279,-81.632,3.86287,-0.32945,11.26826,46.97271,-5.42819,991.81494,3.99276,0.41681,0,123.22482,-0.26369,0.0
13.5,14,44,33.257,-81.678,6.77382,-1.14471,8.17722,55.24884,-6.5029,994.22388,3.79684,0.0005,0,-3.83957,0.0679,0.0
16.5,56,44,33.257,-81.636,3.87135,-0.10623,13.27676,40.75281,8.16194,991.55786,3.96212,0.57359,0,296.48267,0.60833,0.0
16.9,46,30,33.243,-81.646,3.72983,0.38831,14.01873,38.83901,-0.8712,991.53088,3.96601,0.71907,0,264.46063,0.82001,0.0
13.5,57,34,33.247,-81.635,6.97904,-1.567,8.18407,54.97916,-0.55718,992.7959,3.78559,0.00066,0,-17.49618,0.36219,0.0
13.3,43,16,33.229,-81.649,7.2737,-1.73045,8.2441,54.62962,-5.99012,992.77118,3.77717,0.0005,0,-28.43071,0.17243,0.0
12.4,67,21,33.234,-81.625,6.69018,-1.14564,8.00955,56.27842,2.75409,995.13824,3.81967,0.01245,0,-0.42089,-0.02151,0.0
14.8,11,65,33.278,-81.681,4.27679,-0.21909,9.02731,54.20977,-8.30752,992.80774,3.95464,0.28301,0,131.70178,-1.17321,0.0
17.0,51,19,33.232,-81.641,3.48181,0.28969,14.49478,37.78559,-7.07551,993.14911,3.97469,0.89758,0,313.88705,0.23534,0.0
16.0,39,68,33.281,-81.653,4.00226,-0.48697,12.09998,44.67566,-2.36049,992.65045,4.01181,0.49332,0,132.66643,0.24027,0.0
13.8,49,54,33.267,-81.643,6.28624,-0.7849,7.96032,56.53128,3.75472,994.38129,3.82681,0.00162,0,-10.95224,0.42499,0.0
12.2,59,57,33.27,-81.633,6.75818,-0.41366,7.94724,56.30083,-6.08936,994.10022,3.80887,0.00252,0,-20.07537,0.19827,0.0
16.4,78,17,33.23,-81.614,3.60926,-0.39927,13.5577,40.0955,2.81307,993.32123,3.96425,0.90553,0,278.95255,1.28961,0.0
15.0,16,38,33.251,-81.676,3.69275,-0.28551,9.61694,52.71535,1.38627,992.91528,4.00293,0.3703,0,44.95955,-1.44014,0.0
17.5,42,9,33.222,-81.65,3.69163,1.25628,15.09219,36.43851,5.58121,992.5769,3.9885,0.79249,0,352.03735,0.77945,0.0
15.2,38,49,33.262,-81.654,3.26312,-0.08574,10.28871,50.0481,4.81237,992.68365,3.9786,0.37627,0,78.95885,-0.57344,0.0
15.9,34,67,33.28,-81.658,3.96831,-0.49793,11.91973,45.2439,-2.17789,992.83795,4.01339,0.51183,0,129.80794,0.23738,0.0
15.3,37,13,33.226,-81.655,3.68567,-0.55121,10.37359,50.77747,0.65305,992.81366,4.05931,0.42874,0,89.15321,-0.31886,0.0
12.4,44,34,33.247,-81.648,7.33585,-1.1799,8.11518,55.09417,0.81941,992.38849,3.77715,0.00102,0,-2.3279,-0.04141,0.0
13.6,58,22,33.235,-81.634,6.93052,-1.56709,8.18343,55.32726,1.28548,994.71625,3.80194,0.00179,0,-1.54602,0.09531,0.0
12.1,56,64,33.277,-81.636,7.2636,-0.69033,8.17974,54.79362,-0.76286,992.29547,3.7736,0.0005,0,-7.48251,0.10067,0.0
16.0,23,68,33.281,-81.669,3.93052,-0.39942,12.11735,44.86177,-6.35268,992.43646,4.03408,0.57072,0,136.35182,0.06765,0.0
17.6,8,9,33.222,-81.684,3.44477,1.29145,15.34047,36.15966,-0.50461,993.24939,4.02,0.98935,0,223.60898,56.90244,0.0
12.5,22,25,33.238,-81.67,6.84735,-1.1247,8.04303,55.87385,1.48404,994.95441,3.80169,0.0011,0,-7.81501,0.07884,0.0
15.8,27,11,33.224,-81.665,3.36125,-0.44982,11.79606,46.29583,0.88054,993.18652,4.07139,0.58814,0,229.78096,0.62624,0.0
16.1,38,53,33.266,-81.654,3.70257,-0.25054,12.57002,43.05383,0.89874,992.80475,3.98871,0.59938,0,157.84882,0.56051,0.0
14.6,25,47,33.26,-81.667,4.57711,-0.40973,8.87557,54.59705,7.21217,995.03278,3.93287,0.20966,0,9.49434,0.43905,0.0
17.8,22,13,33.226,-81.67,3.49355,1.47494,15.59987,35.43243,10.5139,992.85315,4.00806,0.94284,0,313.84525,67.08282,0.0
13.5,59,8,33.221,-81.633,6.90508,-1.6073,8.18261,55.31429,19.88748,995.0531,3.79955,0.00339,0,-5.33867,-0.23568,0.0
16.3,10,40,33.253,-81.682,3.3397,0.03173,13.07376,42.15163,4.45251,993.30713,4.03608,0.73816,0,270.45682,0.39661,0.0
15.1,37,32,33.245,-81.655,3.61896,-0.05494,9.62458,52.66387,0.07039,992.1814,4.0041,0.24765,0,63.80968,-0.95615,0.0
12.2,50,63,33.276,-81.642,7.16952,-0.69681,8.07764,55.30661,3.32944,992.61914,3.78099,0.00068,0,-4.28329,0.00036,0.0
15.7,46,16,33.229,-81.646,3.55707,-0.42562,11.51653,46.75276,-1.85286,992.19458,4.03932,0.58663,0,211.38712,0.79075,0.0
17.3,46,34,33.247,-81.646,3.81105,1.08844,14.60685,37.24595,-7.07678,991.56848,3.95327,0.75768,0,222.47412,1.6717,0.0
16.0,77,30,33.243,-81.615,3.57444,-0.46936,12.42877,43.28714,3.63951,992.32605,3.9747,0.76252,0,240.7189,1.03857,0.0
14.0,9,61,33.274,-81.683,5.96215,-0.89243,7.98374,56.73299,-8.20643,993.60938,3.84968,0.00477,0,33.13391,-0.13792,0.0
14.4,24,26,33.239,-81.668,5.63569,-0.88533,8.22233,56.4775,2.24775,994.7674,3.89119,0.06427,0,50.71648,-0.08386,0.0
13.1,68,22,33.235,-81.624,6.90042,-1.40901,8.05427,55.84562,1.39563,994.98193,3.8026,0.00709,0,-0.83747,-0.0527,0.0
17.7,13,64,33.277,-81.679,3.56673,1.04564,15.54702,35.22317,2.41217,992.47473,3.97221,1.03882,0,344.22711,1.17682,0.0
12.8,33,41,33.254,-81.659,7.21248,-1.18382,8.23336,54.62569,9.39477,993.72058,3.77045,0.00091,0,-11.05458,0.1922,0.0
12.4,64,68,33.281,-81.628,7.27991,-0.8876,8.19733,54.59178,5.92131,992.3277,3.76413,0.00159,0,-39.80732,0.38636,0.0
14.2,44,48,33.261,-81.648,6.31789,-1.05135,8.31559,55.13758,-0.1773,992.57745,3.83182,0.00448,0,-2.19021,0.20273,0.0
17.2,4,18,33.231,-81.688,3.47854,0.79296,14.8019,37.66886,-4.14189,995.04181,4.03529,0.82151,0,202.41544,57.86623,0.0
14.8,16,27,33.24,-81.676,3.97177,-0.32696,8.8397,55.64745,0.603,994.3902,4.00133,0.18158,0,32.62272,-0.42796,0.0
15.4,78,12,33.225,-81.614,3.29002,-0.25783,11.02199,47.59548,1.18617,992.22247,3.97755,0.68395,0,191.76579,-1.06498,0.0
14.3,35,37,33.25,-81.657,6.41174,-1.16439,8.4193,54.88876,-0.81149,992.69385,3.84133,0.02384,0,-1.53119,0.06905,0.0
